Словоформа,Частота_ipm,Капитализация
защитить,14.5,lower
защитника,5.3,lower
защитников,5.1,lower
защитой,7.7,lower
защиту,31.1,lower
защиты,59.7,lower
защищает,7.7,lower
защищал,5.1,lower
защищать,17.3,lower
заявил,89.8,lower
заявила,17.1,lower
заявили,12.3,lower
заявить,9.8,lower
заявки,7.9,lower
заявление,39.7,lower
Заявление,5.6,upper
заявлением,7.1,lower
заявлении,5.9,lower
заявлений,8.7,lower
заявлению,6.5,lower
заявления,28.6,lower
заявляет,9.3,lower
заявок,5.4,lower
звал,10.3,lower
звала,5.6,lower
звали,31.1,lower
звание,19.4,lower
звания,13.0,lower
звать,10.7,lower
звезд,21.1,lower
звезда,15.9,lower
Звезда,6.1,upper
звездами,6.9,lower
звездой,7.2,lower
звезду,6.0,lower
звезды,36.6,lower
Звезды,6.1,upper
звена,5.9,lower
звено,6.8,lower
зверей,9.3,lower
звери,8.6,lower
зверь,12.0,lower
зверя,10.3,lower
звон,13.0,lower
звонил,23.6,lower
звонила,9.9,lower
звонили,8.4,lower
звонит,16.6,lower
звонить,20.1,lower
звонка,15.7,lower
звонки,8.1,lower
звонко,6.2,lower
звонков,5.1,lower
звонок,34.5,lower
звоном,5.5,lower
звоню,5.6,lower
звонят,5.5,lower
звук,35.6,lower
звука,15.9,lower
звуки,29.1,lower
звуков,9.5,lower
звуком,6.0,lower
звучал,9.0,lower
звучала,6.3,lower
звучали,9.6,lower
звучало,8.4,lower
звучание,5.0,lower
звучат,8.0,lower
звучит,29.1,lower
здание,37.4,lower
здании,15.0,lower
зданий,19.8,lower
здания,40.3,lower
здесь,616.1,lower
Здесь,179.2,upper
здоров,13.2,lower
здорово,32.7,lower
Здорово,11.8,upper
здорового,6.2,lower
здоровой,5.9,lower
здоровы,5.2,lower
здоровые,6.0,lower
здоровый,11.7,lower
здоровым,6.1,lower
здоровых,8.2,lower
здоровье,41.0,lower
Здоровье,6.2,upper
здоровьем,7.9,lower
здоровью,8.4,lower
здоровья,40.7,lower
здравоохранения,15.2,lower
здравствует,5.3,lower
Здравствуй,15.5,upper
Здравствуйте,24.6,upper
зеленая,7.2,lower
зелени,8.0,lower
зеленого,7.8,lower
зеленой,11.8,lower
зеленом,5.2,lower
зеленые,15.9,lower
зеленый,16.9,lower
зеленым,8.9,lower
зелеными,6.5,lower
зеленых,11.4,lower
зелень,10.3,lower
зеленью,5.3,lower
земель,22.8,lower
земельного,8.9,lower
земельных,9.4,lower
земле,105.4,lower
Земле,20.9,upper
землей,24.8,lower
земли,107.3,lower
Земли,29.2,upper
землю,101.8,lower
Землю,8.9,upper
земля,43.2,lower
Земля,16.8,upper
земного,10.1,lower
земной,18.9,lower
земных,5.8,lower
зенитных,5.3,lower
зеркала,11.0,lower
зеркале,10.9,lower
зеркало,25.3,lower
зеркалом,9.1,lower
зерна,13.9,lower
зерно,8.3,lower
Зилов,7.0,upper
зима,14.3,lower
зиме,5.9,lower
зимней,5.5,lower
зимние,5.4,lower
зимний,6.2,lower
зимой,36.8,lower
Зимой,7.7,upper
зиму,19.3,lower
зимы,13.1,lower
Зина,16.0,upper
Зинаида,11.3,upper
зла,22.9,lower
злая,6.0,lower
зло,33.7,lower
злобно,6.7,lower
злобы,5.9,lower
злой,14.5,lower
злом,7.2,lower
злости,7.3,lower
злость,5.6,lower
злые,8.4,lower
змеи,5.4,lower
змей,5.4,lower
змея,6.8,lower
знаем,55.6,lower
знает,204.9,lower
знаете,108.4,lower
Знаете,26.6,upper
знаешь,134.9,lower
Знаешь,32.1,upper
знай,6.9,lower
знак,42.4,lower
знака,9.8,lower
знаками,6.0,lower
знаки,14.7,lower
знаков,11.4,lower
знаком,30.2,lower
знакома,5.4,lower
знакомая,11.3,lower
знакомиться,6.0,lower
знакомо,5.6,lower
знакомого,11.5,lower
знакомое,8.1,lower
знакомой,9.2,lower
знакомства,16.5,lower
знакомство,15.0,lower
знакомую,5.5,lower
знакомы,17.4,lower
знакомые,25.6,lower
знакомый,30.7,lower
знакомым,15.6,lower
знакомыми,5.2,lower
знакомых,35.2,lower
знал,254.3,lower
Знал,7.4,upper
знала,83.2,lower
знали,88.4,lower
знаменитая,8.2,lower
знаменитого,19.0,lower
знаменитой,14.4,lower
знаменитую,5.7,lower
знаменитые,9.9,lower
знаменитый,25.8,lower
знаменитым,8.2,lower
знаменитых,11.6,lower
знамя,6.8,lower
знание,24.9,lower
знанием,9.4,lower
знаний,37.4,lower
знания,51.0,lower
знаниями,6.7,lower
знать,133.5,lower
значение,91.5,lower
значением,6.7,lower
значении,9.6,lower
значений,17.4,lower
значения,63.2,lower
значило,9.2,lower
значимости,8.7,lower
значимость,7.9,lower
значимых,5.5,lower
значит,259.5,lower
Значит,126.0,upper
значительная,9.1,lower
значительно,70.9,lower
значительного,5.8,lower
значительное,12.2,lower
значительной,23.2,lower
значительную,8.8,lower
значительные,12.2,lower
значительный,8.0,lower
значительным,6.9,lower
значительных,7.9,lower
знаю,375.4,lower
Знаю,22.1,upper
знают,76.1,lower
знающий,5.7,lower
зная,49.7,lower
Зная,6.5,upper
зовет,10.4,lower
зовут,42.6,lower
золота,19.4,lower
золотая,7.8,lower
Золотая,5.6,upper
золото,21.2,lower
золотого,5.9,lower
золотой,24.2,lower
Золотой,10.9,upper
золотом,12.8,lower
золотую,6.9,lower
золотые,16.7,lower
золотым,6.6,lower
золотыми,8.8,lower
золотых,9.7,lower
зон,11.7,lower
зона,11.5,lower
зонах,7.3,lower
зоне,28.1,lower
зону,14.5,lower
зоны,32.3,lower
Зощенко,5.3,upper
Зоя,12.9,upper
зрелище,11.8,lower
зрелости,5.5,lower
зрение,8.4,lower
зрения,126.9,lower
зрителей,26.5,lower
зрители,14.2,lower
зритель,11.1,lower
зрителю,6.1,lower
зрителя,13.2,lower
зрителям,5.7,lower
ЗРК,6.6,upper
зря,48.7,lower
Зря,8.9,upper
зуб,10.9,lower
зубами,22.8,lower
зубах,7.9,lower
зубов,11.7,lower
Зубов,5.6,upper
зубы,45.6,lower
Зыбин,5.4,upper
Зюганов,6.9,upper
и,32522.9,lower
И,3537.7,upper
ибо,104.9,lower
Ибо,25.3,upper
Иван,131.3,upper
Ивана,39.4,upper
Иванов,25.9,upper
Иванова,16.7,upper
Иванович,99.8,upper
Ивановича,23.6,upper
Ивановичу,6.7,upper
Ивановна,45.7,upper
Ивановны,7.8,upper
Иваном,7.1,upper
Ивану,9.1,upper
Иваныч,11.9,upper
Игорем,5.7,upper
Игорь,83.6,upper
Игорю,6.2,upper
Игоря,23.1,upper
игр,12.7,lower
игра,36.1,lower
Игра,7.5,upper
играет,46.9,lower
играл,50.1,lower
играла,20.0,lower
играли,33.6,lower
играть,83.1,lower
играх,5.0,lower
играю,7.0,lower
играют,29.0,lower
играя,6.9,lower
игре,20.2,lower
игрой,10.8,lower
игрок,6.4,lower
игрока,5.1,lower
игроки,6.7,lower
игроков,14.4,lower
игру,30.3,lower
игрушки,11.0,lower
игры,65.9,lower
идеал,8.4,lower
идеалы,5.3,lower
идеально,9.7,lower
идеальный,5.4,lower
идее,15.9,lower
идеей,13.1,lower
идеи,61.7,lower
идей,29.7,lower
идем,17.3,lower
Идем,6.9,upper
идентификации,7.5,lower
идентичности,5.2,lower
идеологии,16.8,lower
идеология,7.4,lower
идет,214.6,lower
Идет,13.2,upper
идёт,18.9,lower
идешь,9.1,lower
идею,33.5,lower
идея,63.9,lower
Идея,14.6,upper
идеями,8.1,lower
Иди,27.7,upper
иди,26.2,lower
идиот,7.7,lower
Идите,9.5,upper
идите,8.6,lower
идти,115.7,lower
Идти,5.0,upper
иду,22.8,lower
Иду,7.3,upper
идут,61.9,lower
идущие,5.1,lower
идущих,5.4,lower
идя,5.4,lower
иерархии,9.1,lower
Иерусалим,7.3,upper
Иерусалиме,5.6,upper
из,4075.5,lower
Из,242.9,upper
избавиться,19.8,lower
избе,8.5,lower
избегать,6.7,lower
избежание,5.2,lower
избежать,26.2,lower
избирателей,14.9,lower
избирательной,8.2,lower
избирательных,5.9,lower
избрали,5.2,lower
избран,9.2,lower
избранных,5.0,lower
избу,8.4,lower
избы,8.7,lower
известен,17.9,lower
известие,6.9,lower
Известий,24.0,upper
Известия,12.3,upper
Известиям,32.2,upper
известна,11.7,lower
известная,10.7,lower
известно,137.0,lower
Известно,20.8,upper
известного,24.8,lower
известное,8.3,lower
известной,22.1,lower
известном,7.4,lower
известному,5.3,lower
известность,11.5,lower
известную,6.5,lower
известны,22.7,lower
известные,22.6,lower
известный,39.8,lower
известным,16.0,lower
известными,7.4,lower
известных,30.7,lower
извинения,5.1,lower
Извини,9.9,upper
извини,8.8,lower
Извините,20.8,upper
извините,18.4,lower
извлек,6.1,lower
извлечь,6.7,lower
извне,8.2,lower
изготовление,6.5,lower
изготовления,13.0,lower
издавна,5.1,lower
издал,6.3,lower
издалека,15.1,lower
издали,17.4,lower
издание,15.2,lower
издании,5.0,lower
изданий,13.4,lower
издания,20.5,lower
изданиях,5.4,lower
издательства,10.3,lower
издательстве,6.4,lower
издательство,8.9,lower
изделий,22.0,lower
изделия,18.3,lower
издержек,6.0,lower
издержки,7.3,lower
из-за,257.0,lower
Из-за,32.9,upper
излишне,7.1,lower
изложил,5.4,lower
излучения,11.1,lower
изменение,26.3,lower
изменением,7.1,lower
изменении,10.3,lower
изменений,34.8,lower
изменению,6.6,lower
изменения,71.7,lower
изменениями,6.1,lower
изменил,9.1,lower
изменила,5.0,lower
изменилась,14.5,lower
изменили,5.4,lower
изменились,8.6,lower
изменилось,22.8,lower
изменился,13.7,lower
изменится,10.4,lower
изменить,34.8,lower
изменяет,6.2,lower
изменяется,6.3,lower
изменять,5.6,lower
измерение,5.9,lower
измерений,8.4,lower
измерения,13.3,lower
изначально,17.1,lower
изнутри,24.2,lower
изо,32.7,lower
изображать,6.1,lower
изображение,15.4,lower
изображением,7.6,lower
изображений,5.0,lower
изображения,15.9,lower
изобразил,6.2,lower
изобразить,6.4,lower
изобретение,8.5,lower
изобретения,6.5,lower
изоляции,7.1,lower
из-под,81.3,lower
Из-под,5.5,upper
Израиле,14.2,upper
Израиль,21.6,upper
Израиля,19.1,upper
изредка,19.2,lower
изрядно,11.7,lower
изумился,5.5,lower
изумлением,5.4,lower
изучал,7.9,lower
изучали,5.9,lower
изучать,14.2,lower
изучение,18.7,lower
Изучение,6.0,upper
изучении,8.6,lower
изучению,10.5,lower
изучения,26.4,lower
изучить,8.4,lower
Иисус,15.4,upper
Иисуса,13.1,upper
икона,5.5,lower
икону,5.2,lower
иконы,12.0,lower
Ил,10.4,upper
ИЛ,7.6,upper
или,2155.0,lower
Или,192.6,upper
иллюзии,5.3,lower
иллюзий,6.0,lower
иль,5.8,lower
Ильи,6.6,upper
Ильич,21.4,upper
Ильича,9.6,upper
Ильюшин,7.8,upper
Илья,41.9,upper
им,588.7,lower
Им,46.2,upper
имеем,22.6,lower
имеет,239.0,lower
имеете,11.3,lower
имеется,37.3,lower
Имеется,5.1,upper
имеешь,8.7,lower
имел,90.4,lower
имела,36.6,lower
имели,51.0,lower
